Entity,Code,Day,total_vaccinations
Republic of Palau,,2021-03-13,9694
Republic of Palau,,2021-03-14,9694
Republic of Palau,,2021-03-15,9694
Republic of Palau,,2021-03-16,10197
Republic of Palau,,2021-03-17,10726
Republic of Palau,,2021-03-18,10962
Republic of Palau,,2021-03-19,11500
Republic of Palau,,2021-03-20,11804
Republic of Palau,,2021-03-21,11804
Republic of Palau,,2021-03-22,11844
Republic of Palau,,2021-03-23,12247
Republic of Palau,,2021-03-24,12644
Republic of Palau,,2021-03-25,13277
Republic of Palau,,2021-03-26,13334
Republic of Palau,,2021-03-27,13334
Republic of Palau,,2021-03-28,13381
Republic of Palau,,2021-03-29,13381
Republic of Palau,,2021-03-30,13381
Republic of Palau,,2021-03-31,13381
Republic of Palau,,2021-04-01,13381
Republic of Palau,,2021-04-02,13429
Republic of Palau,,2021-04-03,13429
Republic of Palau,,2021-04-04,13429
Republic of Palau,,2021-04-05,13429
Republic of Palau,,2021-04-06,13435
Republic of Palau,,2021-04-07,13435
Republic of Palau,,2021-04-08,13755
Republic of Palau,,2021-04-09,14045
Republic of Palau,,2021-04-10,14045
Republic of Palau,,2021-04-11,14533
Republic of Palau,,2021-04-12,14979
Republic of Palau,,2021-04-13,15486
Republic of Palau,,2021-04-14,16012
Republic of Palau,,2021-04-15,16012
Republic of Palau,,2021-04-16,16544
Republic of Palau,,2021-04-17,16544
Republic of Palau,,2021-04-18,16544
Republic of Palau,,2021-04-19,16544
Republic of Palau,,2021-04-20,16544
Republic of Palau,,2021-04-21,16948
Republic of Palau,,2021-04-22,17365
Republic of Palau,,2021-04-23,17854
Republic of Palau,,2021-04-24,18388
Republic of Palau,,2021-04-25,19312
Republic of Palau,,2021-04-26,19312
Republic of Palau,,2021-04-27,19334
Republic of Palau,,2021-04-28,19702
Republic of Palau,,2021-04-29,19974
Republic of Palau,,2021-04-30,20160
Republic of Palau,,2021-05-01,20305
Republic of Palau,,2021-05-02,20305
Republic of Palau,,2021-05-03,20305
Republic of Palau,,2021-05-04,20410
Republic of Palau,,2021-05-05,20458
Republic of Palau,,2021-05-06,20458
Republic of Palau,,2021-05-07,20615
Republic of Palau,,2021-05-08,20615
Republic of Palau,,2021-05-09,20625
Republic of Palau,,2021-05-10,20625
Republic of Palau,,2021-05-11,20625
Republic of Palau,,2021-05-12,20625
Republic of Palau,,2021-05-13,20625
Republic of Palau,,2021-05-14,20625
Republic of Palau,,2021-05-15,20625
Republic of Palau,,2021-05-16,20625
Republic of Palau,,2021-05-17,20625
Republic of Palau,,2021-05-18,21024
Republic of Palau,,2021-05-19,21437
Republic of Palau,,2021-05-20,21903
Republic of Palau,,2021-05-21,22440
Republic of Palau,,2021-05-22,22440
Republic of Palau,,2021-05-23,23351
Republic of Palau,,2021-05-24,23351
Republic of Palau,,2021-05-25,23369
Republic of Palau,,2021-05-26,23549
Republic of Palau,,2021-05-27,23549
Republic of Palau,,2021-05-28,23549
Republic of Palau,,2021-05-29,23549
Republic of Palau,,2021-05-30,24225
Republic of Palau,,2021-06-01,24225
Republic of Palau,,2021-06-02,24225
Republic of Palau,,2021-06-03,24225
Republic of Palau,,2021-06-04,24369
Republic of Palau,,2021-06-05,24369
Republic of Palau,,2021-06-06,24369
Republic of Palau,,2021-06-07,24369
Republic of Palau,,2021-06-08,24369
Republic of Palau,,2021-06-09,24369
Republic of Palau,,2021-06-10,24369
Republic of Palau,,2021-06-11,24374
Republic of Palau,,2021-06-12,24374
Republic of Palau,,2021-06-13,24374
Republic of Palau,,2021-06-14,24374
Republic of Palau,,2021-06-15,24379
Republic of Palau,,2021-06-16,24379
Republic of Palau,,2021-06-17,24408
Republic of Palau,,2021-06-18,24408
Republic of Palau,,2021-06-19,24408
Republic of Palau,,2021-06-20,24408
Republic of Palau,,2021-06-21,24408
Republic of Palau,,2021-06-22,24699
Rhode Island,,2021-01-12,39568
Rhode Island,,2021-01-13,42028
Rhode Island,,2021-01-14,44871
Rhode Island,,2021-01-15,47548
Rhode Island,,2021-01-19,54081
Rhode Island,,2021-01-20,56617
Rhode Island,,2021-01-21,59014
Rhode Island,,2021-01-22,61974
Rhode Island,,2021-01-23,63249
Rhode Island,,2021-01-24,67566
Rhode Island,,2021-01-25,70419
Rhode Island,,2021-01-26,72264
Rhode Island,,2021-01-27,76284
Rhode Island,,2021-01-28,80138
Rhode Island,,2021-01-29,83607
Rhode Island,,2021-01-30,88094
Rhode Island,,2021-01-31,91177
Rhode Island,,2021-02-01,94240
Rhode Island,,2021-02-02,99541
Rhode Island,,2021-02-03,101474
Rhode Island,,2021-02-04,103876
Rhode Island,,2021-02-05,106949
Rhode Island,,2021-02-06,111830
Rhode Island,,2021-02-07,117067
Rhode Island,,2021-02-08,120484
Rhode Island,,2021-02-09,122079
Rhode Island,,2021-02-10,124962
Rhode Island,,2021-02-11,127931
Rhode Island,,2021-02-12,131913
Rhode Island,,2021-02-13,136904
Rhode Island,,2021-02-14,141155
Rhode Island,,2021-02-16,147019
Rhode Island,,2021-02-17,151436
Rhode Island,,2021-02-18,159931
Rhode Island,,2021-02-19,181725
Rhode Island,,2021-02-20,190896
Rhode Island,,2021-02-21,198626
Rhode Island,,2021-02-22,206034
Rhode Island,,2021-02-23,211660
Rhode Island,,2021-02-24,218499
Rhode Island,,2021-02-25,226694
Rhode Island,,2021-02-26,234889
Rhode Island,,2021-02-27,245606
Rhode Island,,2021-02-28,256755
Rhode Island,,2021-03-01,269512
Rhode Island,,2021-03-02,275799
Rhode Island,,2021-03-03,282767
Rhode Island,,2021-03-04,290963
Rhode Island,,2021-03-05,300529
Rhode Island,,2021-03-06,310283
Rhode Island,,2021-03-07,319369
Rhode Island,,2021-03-08,326730
Rhode Island,,2021-03-09,333607
Rhode Island,,2021-03-10,340997
Rhode Island,,2021-03-11,350979
Rhode Island,,2021-03-12,359501
Rhode Island,,2021-03-13,367414
Rhode Island,,2021-03-14,374193
Rhode Island,,2021-03-15,388420
Rhode Island,,2021-03-16,396843
Rhode Island,,2021-03-17,403044
Rhode Island,,2021-03-18,411715
Rhode Island,,2021-03-19,425397
Rhode Island,,2021-03-20,440476
Rhode Island,,2021-03-21,454586
Rhode Island,,2021-03-22,469205
Rhode Island,,2021-03-23,480045
Rhode Island,,2021-03-24,488045
Rhode Island,,2021-03-25,497475
Rhode Island,,2021-03-26,507094
Rhode Island,,2021-03-27,515234
Rhode Island,,2021-03-28,526086
Rhode Island,,2021-03-29,538434
Rhode Island,,2021-03-30,552753
Rhode Island,,2021-03-31,559186
Rhode Island,,2021-04-01,566515
Rhode Island,,2021-04-02,583711
Rhode Island,,2021-04-03,596183
Rhode Island,,2021-04-04,611301
Rhode Island,,2021-04-05,626561
Rhode Island,,2021-04-06,641275
Rhode Island,,2021-04-07,648811
Rhode Island,,2021-04-08,658852
Rhode Island,,2021-04-09,667244
Rhode Island,,2021-04-10,680525
Rhode Island,,2021-04-11,696609
Rhode Island,,2021-04-12,709383
Rhode Island,,2021-04-13,727371
Rhode Island,,2021-04-14,733129
Rhode Island,,2021-04-15,742268
Rhode Island,,2021-04-16,755476
Rhode Island,,2021-04-17,764641
Rhode Island,,2021-04-18,776082
Rhode Island,,2021-04-19,787717
Rhode Island,,2021-04-20,801289
Rhode Island,,2021-04-21,807630
Rhode Island,,2021-04-22,818872
Rhode Island,,2021-04-23,828821
Rhode Island,,2021-04-24,844870
Rhode Island,,2021-04-25,859098
Rhode Island,,2021-04-26,872064
Rhode Island,,2021-04-27,886081
Rhode Island,,2021-04-28,893081
Rhode Island,,2021-04-29,898947
Rhode Island,,2021-04-30,913120
Rhode Island,,2021-05-01,925022
Rhode Island,,2021-05-02,934703
Rhode Island,,2021-05-03,940661
Rhode Island,,2021-05-04,947446
Rhode Island,,2021-05-05,951345
Rhode Island,,2021-05-06,957795
Rhode Island,,2021-05-07,968436
Rhode Island,,2021-05-08,977207
Rhode Island,,2021-05-09,988104
Rhode Island,,2021-05-10,996123
Rhode Island,,2021-05-11,1006992
Rhode Island,,2021-05-12,1011728
Rhode Island,,2021-05-13,1020874
Rhode Island,,2021-05-14,1035263
Rhode Island,,2021-05-15,1049272
Rhode Island,,2021-05-16,1063244
Rhode Island,,2021-05-17,1073731
Rhode Island,,2021-05-18,1083323
Rhode Island,,2021-05-19,1087532
Rhode Island,,2021-05-20,1097137
Rhode Island,,2021-05-21,1104926
Rhode Island,,2021-05-22,1115126
Rhode Island,,2021-05-23,1121895
Rhode Island,,2021-05-24,1128287
Rhode Island,,2021-05-25,1130311
Rhode Island,,2021-05-26,1134400
Rhode Island,,2021-05-27,1141962
Rhode Island,,2021-05-28,1147759
Rhode Island,,2021-05-29,1154089
Rhode Island,,2021-05-30,1159456
Rhode Island,,2021-06-01,1163595
Rhode Island,,2021-06-02,1166826
Rhode Island,,2021-06-03,1170969
Rhode Island,,2021-06-04,1174718
Rhode Island,,2021-06-05,1181278
Rhode Island,,2021-06-06,1181302
Rhode Island,,2021-06-07,1191402
Rhode Island,,2021-06-08,1193937
Rhode Island,,2021-06-09,1197274
Rhode Island,,2021-06-10,1197352
Rhode Island,,2021-06-11,1202943
Rhode Island,,2021-06-12,1208840
Rhode Island,,2021-06-13,1217268
Rhode Island,,2021-06-14,1222346
Rhode Island,,2021-06-15,1226167
Rhode Island,,2021-06-16,1226183
Rhode Island,,2021-06-17,1236452
Rhode Island,,2021-06-18,1241067
Rhode Island,,2021-06-19,1244088
Rhode Island,,2021-06-20,1244118
Rhode Island,,2021-06-21,1251082
Rhode Island,,2021-06-22,1252559
South Carolina,,2021-01-12,81075
South Carolina,,2021-01-13,99887
South Carolina,,2021-01-14,115855
South Carolina,,2021-01-15,121836
South Carolina,,2021-01-19,187175
South Carolina,,2021-01-20,192608
South Carolina,,2021-01-21,209631
South Carolina,,2021-01-22,229002
South Carolina,,2021-01-23,249155
South Carolina,,2021-01-24,278795
South Carolina,,2021-01-25,307348
South Carolina,,2021-01-26,317211
South Carolina,,2021-01-27,326985
South Carolina,,2021-01-28,359949
South Carolina,,2021-01-29,385158
South Carolina,,2021-01-30,407860
South Carolina,,2021-01-31,439541
South Carolina,,2021-02-01,462751
South Carolina,,2021-02-02,470696
South Carolina,,2021-02-03,479202
South Carolina,,2021-02-04,497433
South Carolina,,2021-02-05,518892
South Carolina,,2021-02-06,542879
South Carolina,,2021-02-07,568917
South Carolina,,2021-02-08,585692
South Carolina,,2021-02-09,585692
South Carolina,,2021-02-10,608062
South Carolina,,2021-02-11,628496
South Carolina,,2021-02-12,649375
South Carolina,,2021-02-13,674843
South Carolina,,2021-02-14,704186
South Carolina,,2021-02-16,738476
South Carolina,,2021-02-17,755422
South Carolina,,2021-02-18,778113
South Carolina,,2021-02-19,848054
South Carolina,,2021-02-20,879776
South Carolina,,2021-02-21,910669
South Carolina,,2021-02-22,932588
South Carolina,,2021-02-23,941136
South Carolina,,2021-02-24,973703
South Carolina,,2021-02-25,997874
South Carolina,,2021-02-26,1025316
South Carolina,,2021-02-27,1057969
South Carolina,,2021-02-28,1086550
South Carolina,,2021-03-01,1116811
South Carolina,,2021-03-02,1123049
South Carolina,,2021-03-03,1150199
South Carolina,,2021-03-04,1202753
South Carolina,,2021-03-05,1232377
South Carolina,,2021-03-06,1284575
South Carolina,,2021-03-07,1347330
South Carolina,,2021-03-08,1380510
South Carolina,,2021-03-09,1397362
South Carolina,,2021-03-10,1423016
South Carolina,,2021-03-11,1461672
South Carolina,,2021-03-12,1493376
South Carolina,,2021-03-13,1583500
South Carolina,,2021-03-14,1583500
South Carolina,,2021-03-15,1618854
South Carolina,,2021-03-16,1627125
South Carolina,,2021-03-17,1649023
South Carolina,,2021-03-18,1686210
South Carolina,,2021-03-19,1723604
South Carolina,,2021-03-20,1745511
South Carolina,,2021-03-21,1793297
South Carolina,,2021-03-22,1834965
South Carolina,,2021-03-23,1848117
South Carolina,,2021-03-24,1889498
South Carolina,,2021-03-25,1926363
South Carolina,,2021-03-26,1969766
South Carolina,,2021-03-27,2017582
South Carolina,,2021-03-28,2066478
South Carolina,,2021-03-29,2109171
South Carolina,,2021-03-30,2124443
South Carolina,,2021-03-31,2150462
South Carolina,,2021-04-01,2191473
South Carolina,,2021-04-02,2243230
South Carolina,,2021-04-03,2244467
South Carolina,,2021-04-04,2305396
South Carolina,,2021-04-05,2328710
South Carolina,,2021-04-06,2341969
South Carolina,,2021-04-07,2381960
South Carolina,,2021-04-08,2491219
South Carolina,,2021-04-09,2539519
South Carolina,,2021-04-10,2591420
South Carolina,,2021-04-11,2653698
South Carolina,,2021-04-12,2694436
South Carolina,,2021-04-13,2707762
South Carolina,,2021-04-14,2734788
South Carolina,,2021-04-15,2775374
South Carolina,,2021-04-16,2819681
South Carolina,,2021-04-17,2866181
South Carolina,,2021-04-18,2908640
South Carolina,,2021-04-19,2947704
South Carolina,,2021-04-20,2963058
South Carolina,,2021-04-21,2984448
South Carolina,,2021-04-22,2985791
South Carolina,,2021-04-23,3021647
South Carolina,,2021-04-24,3058387
South Carolina,,2021-04-25,3094536
South Carolina,,2021-04-26,3111127
South Carolina,,2021-04-27,3163207
South Carolina,,2021-04-28,3182970
South Carolina,,2021-04-29,3208817
South Carolina,,2021-04-30,3241756
South Carolina,,2021-05-01,3273403
South Carolina,,2021-05-02,3299001
South Carolina,,2021-05-03,3315003
South Carolina,,2021-05-04,3317032
South Carolina,,2021-05-05,3329233
South Carolina,,2021-05-06,3357973
South Carolina,,2021-05-07,3389673
South Carolina,,2021-05-08,3413651
South Carolina,,2021-05-09,3439210
South Carolina,,2021-05-10,3464060
South Carolina,,2021-05-11,3477773
South Carolina,,2021-05-12,3490475
South Carolina,,2021-05-13,3507825
South Carolina,,2021-05-14,3522953
South Carolina,,2021-05-15,3543196
South Carolina,,2021-05-16,3565555
South Carolina,,2021-05-17,3580076
South Carolina,,2021-05-18,3589981
South Carolina,,2021-05-19,3598024
South Carolina,,2021-05-20,3619220
South Carolina,,2021-05-21,3637768
South Carolina,,2021-05-22,3663402
South Carolina,,2021-05-23,3678948
South Carolina,,2021-05-24,3691855
South Carolina,,2021-05-25,3697011
South Carolina,,2021-05-26,3705827
South Carolina,,2021-05-27,3723594
South Carolina,,2021-05-28,3738189
South Carolina,,2021-05-29,3752709
South Carolina,,2021-05-30,3766415
South Carolina,,2021-06-01,3780756
South Carolina,,2021-06-02,3786610
South Carolina,,2021-06-03,3794396
South Carolina,,2021-06-04,3825550
South Carolina,,2021-06-05,3840830
South Carolina,,2021-06-06,3853999
South Carolina,,2021-06-07,3865761
South Carolina,,2021-06-08,3877911
South Carolina,,2021-06-09,3886530
South Carolina,,2021-06-10,3900324
South Carolina,,2021-06-11,3900325
South Carolina,,2021-06-12,3919185
South Carolina,,2021-06-13,3942516
South Carolina,,2021-06-14,3954350
South Carolina,,2021-06-15,3965343
South Carolina,,2021-06-16,3979592
South Carolina,,2021-06-17,3994316
South Carolina,,2021-06-18,4005344
South Carolina,,2021-06-19,4017725
South Carolina,,2021-06-20,4027578
South Carolina,,2021-06-21,4039136
South Carolina,,2021-06-22,4043988
South Dakota,,2021-01-12,48698
South Dakota,,2021-01-13,50712
South Dakota,,2021-01-14,54284
South Dakota,,2021-01-15,57103
South Dakota,,2021-01-19,61113
South Dakota,,2021-01-20,62518
South Dakota,,2021-01-21,65377
South Dakota,,2021-01-22,70643
South Dakota,,2021-01-23,77200
South Dakota,,2021-01-24,80441
South Dakota,,2021-01-25,82512
South Dakota,,2021-01-26,82823
South Dakota,,2021-01-27,86986
South Dakota,,2021-01-28,91776
South Dakota,,2021-01-29,97231
South Dakota,,2021-01-30,102847
South Dakota,,2021-01-31,105961
South Dakota,,2021-02-01,107685
South Dakota,,2021-02-02,108004
South Dakota,,2021-02-03,110967
South Dakota,,2021-02-04,115676
South Dakota,,2021-02-05,121593
South Dakota,,2021-02-06,127592
South Dakota,,2021-02-07,131439
South Dakota,,2021-02-08,133068
South Dakota,,2021-02-09,133231
South Dakota,,2021-02-10,136438
South Dakota,,2021-02-11,141733
South Dakota,,2021-02-12,148670
South Dakota,,2021-02-13,155026
South Dakota,,2021-02-14,160223
South Dakota,,2021-02-16,162885
South Dakota,,2021-02-17,165865
South Dakota,,2021-02-18,171175
South Dakota,,2021-02-19,218198
South Dakota,,2021-02-20,225848
South Dakota,,2021-02-21,232725
South Dakota,,2021-02-22,235964
South Dakota,,2021-02-23,237230
South Dakota,,2021-02-24,242710
South Dakota,,2021-02-25,250216
South Dakota,,2021-02-26,259553
South Dakota,,2021-02-27,269289
South Dakota,,2021-02-28,278285
South Dakota,,2021-03-01,282075
South Dakota,,2021-03-02,282575
South Dakota,,2021-03-03,287657
South Dakota,,2021-03-04,294765
South Dakota,,2021-03-05,304382
South Dakota,,2021-03-06,314577
South Dakota,,2021-03-07,322959
South Dakota,,2021-03-08,326272
South Dakota,,2021-03-09,326763
South Dakota,,2021-03-10,332059
South Dakota,,2021-03-11,339564
South Dakota,,2021-03-12,349016
South Dakota,,2021-03-13,360667
South Dakota,,2021-03-14,373065
South Dakota,,2021-03-15,378505
South Dakota,,2021-03-16,379911
South Dakota,,2021-03-17,384987
South Dakota,,2021-03-18,392994
South Dakota,,2021-03-19,403411
South Dakota,,2021-03-20,414458
South Dakota,,2021-03-21,424806
South Dakota,,2021-03-22,428076
South Dakota,,2021-03-23,429022
South Dakota,,2021-03-24,436290
South Dakota,,2021-03-25,445142
South Dakota,,2021-03-26,457075
South Dakota,,2021-03-27,471664
South Dakota,,2021-03-28,482516
South Dakota,,2021-03-29,488046
South Dakota,,2021-03-30,489525
South Dakota,,2021-03-31,496601
South Dakota,,2021-04-01,505081
South Dakota,,2021-04-02,515412
South Dakota,,2021-04-03,529897
South Dakota,,2021-04-04,539915
South Dakota,,2021-04-05,543431
South Dakota,,2021-04-06,544206
South Dakota,,2021-04-07,550434
South Dakota,,2021-04-08,560263
South Dakota,,2021-04-09,571138
South Dakota,,2021-04-10,584224
South Dakota,,2021-04-11,594431
South Dakota,,2021-04-12,597911
South Dakota,,2021-04-13,599012
South Dakota,,2021-04-14,603930
South Dakota,,2021-04-15,611743
South Dakota,,2021-04-16,619857
South Dakota,,2021-04-17,627721
South Dakota,,2021-04-18,635646
South Dakota,,2021-04-19,638869
South Dakota,,2021-04-20,639799
South Dakota,,2021-04-21,643744
South Dakota,,2021-04-22,650608
South Dakota,,2021-04-23,660751
South Dakota,,2021-04-24,669294
South Dakota,,2021-04-25,676863
South Dakota,,2021-04-26,680026
South Dakota,,2021-04-27,680866
South Dakota,,2021-04-28,685056
South Dakota,,2021-04-29,691904
South Dakota,,2021-04-30,699187
South Dakota,,2021-05-01,710757
South Dakota,,2021-05-02,711253
South Dakota,,2021-05-03,711479
South Dakota,,2021-05-04,713850
South Dakota,,2021-05-05,716196
South Dakota,,2021-05-06,720317
South Dakota,,2021-05-07,724482
South Dakota,,2021-05-08,731351
South Dakota,,2021-05-09,731988
South Dakota,,2021-05-10,732173
South Dakota,,2021-05-11,735066
South Dakota,,2021-05-12,736482
South Dakota,,2021-05-13,739400
South Dakota,,2021-05-14,742206
South Dakota,,2021-05-15,748761
South Dakota,,2021-05-16,749370
South Dakota,,2021-05-17,749677
South Dakota,,2021-05-18,751812
South Dakota,,2021-05-19,753577
South Dakota,,2021-05-20,756721
South Dakota,,2021-05-21,759073
South Dakota,,2021-05-22,764345
South Dakota,,2021-05-23,764751
South Dakota,,2021-05-24,764960
South Dakota,,2021-05-25,766736
South Dakota,,2021-05-26,768274
South Dakota,,2021-05-27,770321
South Dakota,,2021-05-28,772577
South Dakota,,2021-05-29,774765
South Dakota,,2021-05-30,775974
South Dakota,,2021-06-01,776228
South Dakota,,2021-06-02,777353
South Dakota,,2021-06-03,778977
South Dakota,,2021-06-04,780255
South Dakota,,2021-06-05,780713
South Dakota,,2021-06-06,783656
South Dakota,,2021-06-07,784498
South Dakota,,2021-06-08,785910
South Dakota,,2021-06-09,786116
South Dakota,,2021-06-10,789532
South Dakota,,2021-06-11,791257
South Dakota,,2021-06-12,794815
South Dakota,,2021-06-13,796942
South Dakota,,2021-06-14,797351
South Dakota,,2021-06-15,799720
South Dakota,,2021-06-16,799876
South Dakota,,2021-06-17,803090
South Dakota,,2021-06-18,805099
South Dakota,,2021-06-19,805461
South Dakota,,2021-06-20,805667
South Dakota,,2021-06-21,805837
South Dakota,,2021-06-22,809311
Tennessee,,2021-01-12,251257
Tennessee,,2021-01-13,264713
Tennessee,,2021-01-14,264713
Tennessee,,2021-01-15,303338
Tennessee,,2021-01-19,351813
Tennessee,,2021-01-20,358534
Tennessee,,2021-01-21,375669
Tennessee,,2021-01-22,401595
Tennessee,,2021-01-23,424152
Tennessee,,2021-01-24,452042
Tennessee,,2021-01-25,462646
Tennessee,,2021-01-26,467933
Tennessee,,2021-01-27,487632
Tennessee,,2021-01-28,510050
Tennessee,,2021-01-29,545921
Tennessee,,2021-01-30,574142
Tennessee,,2021-01-31,609213
Tennessee,,2021-02-01,627911
Tennessee,,2021-02-02,631885
Tennessee,,2021-02-03,657819
Tennessee,,2021-02-04,684242
Tennessee,,2021-02-05,718487
Tennessee,,2021-02-06,752298
Tennessee,,2021-02-07,791023
Tennessee,,2021-02-08,805720
Tennessee,,2021-02-09,812079
Tennessee,,2021-02-10,839686
Tennessee,,2021-02-11,866352
Tennessee,,2021-02-12,901616
Tennessee,,2021-02-13,926787
Tennessee,,2021-02-14,967085
Tennessee,,2021-02-16,992988
Tennessee,,2021-02-17,999517
Tennessee,,2021-02-18,1014351
Tennessee,,2021-02-19,1083579
Tennessee,,2021-02-20,1097826
Tennessee,,2021-02-21,1117120
Tennessee,,2021-02-22,1130834
Tennessee,,2021-02-23,1139836
Tennessee,,2021-02-24,1175995
Tennessee,,2021-02-25,1210159
Tennessee,,2021-02-26,1257333
Tennessee,,2021-02-27,1301529
Tennessee,,2021-02-28,1359382
Tennessee,,2021-03-01,1394659
Tennessee,,2021-03-02,1405604
Tennessee,,2021-03-03,1455498
Tennessee,,2021-03-04,1492576
Tennessee,,2021-03-05,1540428
Tennessee,,2021-03-06,1580755
Tennessee,,2021-03-07,1634598
Tennessee,,2021-03-08,1659254
Tennessee,,2021-03-09,1667642
Tennessee,,2021-03-10,1711512
Tennessee,,2021-03-11,1757433
Tennessee,,2021-03-12,1812050
Tennessee,,2021-03-13,1865861
Tennessee,,2021-03-14,1921346
Tennessee,,2021-03-15,1952377
Tennessee,,2021-03-16,1960657
Tennessee,,2021-03-17,2007555
Tennessee,,2021-03-18,2054500
Tennessee,,2021-03-19,2093850
Tennessee,,2021-03-20,2141857
Tennessee,,2021-03-21,2198555
Tennessee,,2021-03-22,2231739
Tennessee,,2021-03-23,2246032
Tennessee,,2021-03-24,2297569
Tennessee,,2021-03-25,2353612
Tennessee,,2021-03-26,2416556
Tennessee,,2021-03-27,2477807
Tennessee,,2021-03-28,2545370
Tennessee,,2021-03-29,2582046
Tennessee,,2021-03-30,2596336
Tennessee,,2021-03-31,2655309
Tennessee,,2021-04-01,2725411
Tennessee,,2021-04-02,2789616
Tennessee,,2021-04-03,2863871
Tennessee,,2021-04-04,2905011
Tennessee,,2021-04-05,2928922
Tennessee,,2021-04-06,2934834
Tennessee,,2021-04-07,2988934
Tennessee,,2021-04-08,3058344
Tennessee,,2021-04-09,3122632
Tennessee,,2021-04-10,3189476
Tennessee,,2021-04-11,3255070
Tennessee,,2021-04-12,3286379
Tennessee,,2021-04-13,3299283
Tennessee,,2021-04-14,3320761
Tennessee,,2021-04-15,3382287
Tennessee,,2021-04-16,3445369
Tennessee,,2021-04-17,3501468
Tennessee,,2021-04-18,3562769
Tennessee,,2021-04-19,3583674
Tennessee,,2021-04-20,3597623
Tennessee,,2021-04-21,3644333
Tennessee,,2021-04-22,3699866
Tennessee,,2021-04-23,3751807
Tennessee,,2021-04-24,3803194
Tennessee,,2021-04-25,3855241
Tennessee,,2021-04-26,3877011
Tennessee,,2021-04-27,3889164
Tennessee,,2021-04-28,3925360
Tennessee,,2021-04-29,3968801
Tennessee,,2021-04-30,4009536
Tennessee,,2021-05-01,4055175
Tennessee,,2021-05-02,4095246
Tennessee,,2021-05-03,4109573
Tennessee,,2021-05-04,4116429
Tennessee,,2021-05-05,4150612
Tennessee,,2021-05-06,4204260
Tennessee,,2021-05-07,4260327
Tennessee,,2021-05-08,4306550
Tennessee,,2021-05-09,4346845
Tennessee,,2021-05-10,4368871
Tennessee,,2021-05-11,4385873
Tennessee,,2021-05-12,4410423
Tennessee,,2021-05-13,4436045
Tennessee,,2021-05-14,4462860
Tennessee,,2021-05-15,4511374
Tennessee,,2021-05-16,4572341
Tennessee,,2021-05-17,4593848
Tennessee,,2021-05-18,4602551
Tennessee,,2021-05-19,4624105
Tennessee,,2021-05-20,4650520
Tennessee,,2021-05-21,4678737
Tennessee,,2021-05-22,4709229
Tennessee,,2021-05-23,4733574
Tennessee,,2021-05-24,4745708
Tennessee,,2021-05-25,4753434
Tennessee,,2021-05-26,4771823
Tennessee,,2021-05-27,4790132
Tennessee,,2021-05-28,4807167
Tennessee,,2021-05-29,4824878
Tennessee,,2021-05-30,4843465
Tennessee,,2021-06-01,4858223
Tennessee,,2021-06-02,4862445
Tennessee,,2021-06-03,4873939
Tennessee,,2021-06-04,4888109
Tennessee,,2021-06-05,4906946
Tennessee,,2021-06-06,4907056
Tennessee,,2021-06-07,4920884
Tennessee,,2021-06-08,4929690
Tennessee,,2021-06-09,4944356
Tennessee,,2021-06-10,4963190
Tennessee,,2021-06-11,4963190
Tennessee,,2021-06-12,4984728
Tennessee,,2021-06-13,5003929
Tennessee,,2021-06-14,5053407
Tennessee,,2021-06-15,5071553
Tennessee,,2021-06-16,5088740
Tennessee,,2021-06-17,5110100
Tennessee,,2021-06-18,5123965
Tennessee,,2021-06-19,5140035
Tennessee,,2021-06-20,5152810
Tennessee,,2021-06-21,5163651
Tennessee,,2021-06-22,5168874
Texas,,2021-01-12,911461
Texas,,2021-01-13,978042
Texas,,2021-01-14,1043624
Texas,,2021-01-15,1160242
Texas,,2021-01-19,1403989
Texas,,2021-01-20,1471746
Texas,,2021-01-21,1544551
Texas,,2021-01-22,1644781
Texas,,2021-01-23,1727869
Texas,,2021-01-24,1763299
Texas,,2021-01-25,1804006
Texas,,2021-01-26,1917896
Texas,,2021-01-27,1974374
Texas,,2021-01-28,2107005
Texas,,2021-01-29,2219867
Texas,,2021-01-30,2340658
Texas,,2021-01-31,2408879
Texas,,2021-02-01,2496232
Texas,,2021-02-02,2496232
Texas,,2021-02-03,2652896
Texas,,2021-02-04,2805359
Texas,,2021-02-05,2930767
Texas,,2021-02-06,3107936
Texas,,2021-02-07,3246638
Texas,,2021-02-08,3322062
Texas,,2021-02-09,3436180
Texas,,2021-02-10,3568618
Texas,,2021-02-11,3708460
Texas,,2021-02-12,3873581
Texas,,2021-02-13,4007986
Texas,,2021-02-14,4133747
Texas,,2021-02-16,4256383
Texas,,2021-02-17,4312301
Texas,,2021-02-18,4333726
Texas,,2021-02-19,4542622
Texas,,2021-02-20,4614697
Texas,,2021-02-21,4673868
Texas,,2021-02-22,4711180
Texas,,2021-02-23,4800286
Texas,,2021-02-24,4923960
Texas,,2021-02-25,5107257
Texas,,2021-02-26,5273077
Texas,,2021-02-27,5394961
Texas,,2021-02-28,5566612
Texas,,2021-03-01,5572496
Texas,,2021-03-02,5956629
Texas,,2021-03-03,6191550
Texas,,2021-03-04,6379094
Texas,,2021-03-05,6591175
Texas,,2021-03-06,6829275
Texas,,2021-03-07,6938167
Texas,,2021-03-08,7071506
Texas,,2021-03-09,7299866
Texas,,2021-03-10,7529655
Texas,,2021-03-11,7730664
Texas,,2021-03-12,8005490
Texas,,2021-03-13,8261238
Texas,,2021-03-14,8421946
Texas,,2021-03-15,8547673
